"";"Gender";"Ever_Married";"Age";"Graduated";"Profession";"Work_Experience";"Spending_Score";"Family_Size";"Var_1";"Segmentation"
"9053";"Male";"Yes";43;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"9054";"Male";"No";31;"Yes";"Healthcare";1;"Low";4;"Cat_6";"A"
"9055";"Male";"No";27;"No";"Healthcare";0;"Low";7;"Cat_6";"B"
"9056";"Male";"No";31;"Yes";"Healthcare";0;"Low";4;"Cat_6";"A"
"9057";"Male";"Yes";46;"Yes";"Artist";1;"Low";2;"Cat_6";"D"
"9058";"Male";"Yes";48;"Yes";"Executive";1;"Average";4;"Cat_6";"C"
"9060";"Male";"Yes";57;"No";"Doctor";0;"Average";2;"Cat_6";"C"
"9061";"Female";"No";30;"Yes";"Doctor";0;"Low";1;"Cat_6";"B"
"9063";"Female";"No";31;"Yes";"Artist";14;"Low";2;"Cat_6";"D"
"9064";"Male";"Yes";49;"Yes";"Artist";1;"Average";3;"Cat_6";"D"
"9065";"Male";"Yes";56;"Yes";"Artist";1;"Low";4;"Cat_4";"C"
"9066";"Male";"Yes";83;"No";"Lawyer";8;"High";2;"Cat_6";"B"
"9068";"Male";"Yes";63;"Yes";"Artist";5;"Average";4;"Cat_6";"A"
"9069";"Female";"Yes";71;"Yes";"Doctor";1;"Average";2;"Cat_6";"A"
"9070";"Male";"Yes";50;"No";"Artist";0;"Low";4;"Cat_6";"B"
"9071";"Male";"No";31;"Yes";"Artist";4;"Low";5;"Cat_6";"A"
"9072";"Male";"Yes";60;"No";"Entertainment";0;"Average";6;"Cat_6";"A"
"9073";"Female";"Yes";71;"Yes";"Lawyer";8;"High";2;"Cat_6";"D"
"9074";"Male";"Yes";49;"Yes";"Doctor";0;"Average";6;"Cat_4";"B"
"9075";"Male";"Yes";74;"Yes";"Lawyer";9;"Low";1;"Cat_6";"C"
"9076";"Male";"Yes";51;"Yes";"Artist";1;"Average";6;"Cat_6";"A"
"9078";"Male";"No";46;"Yes";"Engineer";0;"Low";3;"Cat_6";"B"
"9079";"Male";"Yes";39;"No";"Doctor";2;"Average";2;"Cat_6";"B"
"9080";"Male";"Yes";85;"Yes";"Lawyer";1;"High";2;"Cat_6";"C"
"9081";"Female";"Yes";31;"Yes";"Artist";1;"Average";2;"Cat_6";"A"
"9082";"Male";"Yes";39;"Yes";"Executive";4;"High";3;"Cat_6";"B"
"9083";"Female";"Yes";48;"No";"Doctor";1;"High";2;"Cat_6";"C"
"9084";"Male";"Yes";71;"Yes";"Lawyer";0;"High";2;"Cat_6";"B"
"9086";"Female";"No";32;"Yes";"Healthcare";0;"Low";5;"Cat_6";"A"
"9087";"Female";"Yes";55;"No";"Engineer";0;"Low";1;"Cat_6";"D"
"9088";"Male";"Yes";46;"Yes";"Artist";0;"High";2;"Cat_6";"C"
"9090";"Male";"Yes";50;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"9091";"Male";"No";45;"Yes";"Artist";1;"Low";1;"Cat_6";"D"
"9092";"Male";"Yes";33;"No";"Executive";1;"Average";2;"Cat_4";"C"
"9093";"Female";"Yes";29;"No";"Engineer";5;"Low";2;"Cat_6";"D"
"9094";"Male";"No";35;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"9095";"Male";"No";25;"No";"Doctor";1;"Low";1;"Cat_6";"D"
"9096";"Male";"No";26;"Yes";"Healthcare";0;"Low";3;"Cat_6";"D"
"9097";"Male";"No";48;"Yes";"Artist";1;"Low";2;"Cat_6";"C"
"9098";"Male";"Yes";66;"No";"Lawyer";0;"High";3;"Cat_6";"A"
"9099";"Female";"Yes";38;"No";"Artist";0;"Low";3;"Cat_6";"C"
"9100";"Male";"Yes";65;"Yes";"Entertainment";2;"Average";3;"Cat_6";"C"
"9101";"Male";"Yes";87;"No";"Lawyer";1;"Low";1;"Cat_6";"D"
"9102";"Male";"No";20;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"9103";"Male";"No";19;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"9104";"Male";"No";22;"No";"Healthcare";9;"Low";4;"Cat_6";"D"
"9106";"Male";"No";18;"No";"Marketing";1;"Low";9;"Cat_6";"D"
"9108";"Male";"No";19;"No";"Healthcare";1;"Low";3;"Cat_2";"D"
"9109";"Male";"No";22;"No";"Healthcare";0;"Low";8;"Cat_6";"A"
"9110";"Male";"No";31;"No";"Healthcare";4;"Low";4;"Cat_6";"D"
"9111";"Male";"Yes";63;"No";"Artist";0;"Average";2;"Cat_6";"A"
"9112";"Male";"No";43;"Yes";"Artist";1;"Low";1;"Cat_6";"C"
"9114";"Female";"Yes";39;"No";"Engineer";0;"Low";2;"Cat_6";"A"
"9115";"Male";"No";31;"Yes";"Healthcare";1;"Low";5;"Cat_6";"A"
"9116";"Male";"No";31;"Yes";"Artist";0;"Low";5;"Cat_6";"D"
"9117";"Male";"Yes";43;"No";"Artist";0;"Average";4;"Cat_2";"A"
"9118";"Male";"Yes";52;"No";"Artist";0;"Average";3;"Cat_6";"A"
"9119";"Female";"Yes";63;"Yes";"Doctor";0;"Average";3;"Cat_6";"C"
"9120";"Male";"Yes";51;"Yes";"Executive";1;"High";4;"Cat_6";"C"
"9121";"Male";"Yes";35;"Yes";"Healthcare";1;"Low";7;"Cat_4";"B"
"9123";"Female";"Yes";39;"Yes";"Homemaker";9;"High";4;"Cat_6";"C"
"9124";"Female";"No";25;"No";"Healthcare";1;"Low";6;"Cat_5";"D"
"9125";"Male";"No";20;"No";"Healthcare";0;"Low";5;"Cat_4";"D"
"9126";"Female";"No";33;"No";"Homemaker";9;"Low";1;"Cat_6";"D"
"9127";"Male";"Yes";36;"No";"Executive";0;"Average";5;"Cat_4";"A"
"9129";"Female";"Yes";42;"Yes";"Artist";1;"Average";2;"Cat_6";"D"
"9130";"Female";"Yes";52;"Yes";"Artist";2;"Average";5;"Cat_6";"C"
"9131";"Female";"Yes";42;"Yes";"Engineer";1;"Low";2;"Cat_6";"C"
"9133";"Female";"No";30;"Yes";"Entertainment";1;"Low";3;"Cat_6";"A"
"9134";"Female";"Yes";73;"Yes";"Lawyer";1;"High";2;"Cat_6";"C"
"9135";"Male";"Yes";66;"Yes";"Engineer";3;"High";2;"Cat_6";"D"
"9136";"Female";"Yes";62;"Yes";"Artist";9;"Average";5;"Cat_2";"B"
"9137";"Female";"Yes";36;"Yes";"Artist";4;"Low";1;"Cat_3";"C"
"9138";"Male";"No";33;"No";"Engineer";0;"Low";3;"Cat_4";"B"
"9139";"Male";"No";28;"No";"Healthcare";0;"Low";8;"Cat_4";"A"
"9140";"Female";"Yes";48;"Yes";"Artist";3;"Average";2;"Cat_6";"C"
"9141";"Female";"Yes";53;"Yes";"Artist";1;"Average";2;"Cat_6";"D"
"9143";"Female";"Yes";71;"No";"Marketing";0;"High";2;"Cat_4";"B"
"9144";"Male";"Yes";35;"Yes";"Artist";9;"Average";2;"Cat_4";"A"
"9145";"Female";"No";41;"Yes";"Artist";0;"Low";1;"Cat_4";"A"
"9146";"Female";"Yes";39;"No";"Entertainment";0;"Low";4;"Cat_4";"A"
"9147";"Female";"Yes";79;"No";"Lawyer";1;"High";2;"Cat_4";"C"
"9148";"Female";"No";29;"No";"Engineer";9;"Low";8;"Cat_4";"A"
"9149";"Female";"No";33;"Yes";"Artist";7;"Low";7;"Cat_4";"A"
"9151";"Male";"Yes";25;"No";"Engineer";4;"Average";3;"Cat_4";"D"
"9153";"Female";"Yes";52;"No";"Doctor";4;"Low";1;"Cat_4";"C"
"9154";"Male";"Yes";41;"No";"Executive";0;"High";7;"Cat_4";"D"
"9156";"Female";"Yes";39;"No";"Engineer";1;"Average";5;"Cat_4";"C"
"9157";"Male";"No";32;"No";"Doctor";3;"Low";7;"Cat_4";"A"
"9158";"Male";"No";19;"No";"Healthcare";1;"Low";5;"Cat_4";"A"
"9160";"Male";"No";30;"Yes";"Artist";1;"Low";3;"Cat_4";"A"
"9161";"Female";"No";31;"Yes";"Engineer";0;"Low";6;"Cat_4";"A"
"9165";"Male";"Yes";37;"No";"Artist";0;"Average";6;"Cat_4";"A"
"9167";"Female";"No";38;"Yes";"Artist";4;"Low";1;"Cat_6";"A"
"9169";"Female";"Yes";45;"Yes";"Artist";3;"Average";3;"Cat_6";"B"
"9171";"Female";"Yes";43;"No";"Engineer";1;"Low";5;"Cat_1";"A"
"9173";"Male";"No";26;"No";"Homemaker";14;"Low";3;"Cat_3";"D"
"9175";"Male";"Yes";49;"No";"Artist";1;"High";2;"Cat_6";"A"
"9177";"Male";"Yes";53;"No";"Entertainment";1;"Average";4;"Cat_4";"B"
"9178";"Male";"Yes";52;"Yes";"Executive";5;"High";5;"Cat_6";"A"
"9179";"Female";"Yes";66;"No";"Lawyer";0;"Average";2;"Cat_6";"A"
"9180";"Male";"No";26;"No";"Entertainment";6;"Low";2;"Cat_4";"D"
"9183";"Female";"Yes";53;"No";"Artist";8;"Average";2;"Cat_6";"D"
"9184";"Female";"Yes";87;"No";"Lawyer";0;"High";2;"Cat_6";"C"
"9185";"Male";"No";28;"No";"Healthcare";1;"Low";2;"Cat_6";"D"
"9186";"Female";"Yes";37;"Yes";"Artist";7;"High";3;"Cat_6";"A"
"9188";"Female";"Yes";25;"No";"Artist";1;"Average";2;"Cat_1";"D"
"9189";"Female";"Yes";33;"No";"Engineer";6;"Low";3;"Cat_6";"D"
"9191";"Male";"Yes";46;"Yes";"Artist";1;"Low";2;"Cat_6";"C"
"9192";"Male";"No";33;"No";"Healthcare";2;"Low";4;"Cat_3";"A"
"9193";"Male";"No";26;"No";"Entertainment";1;"Low";3;"Cat_6";"A"
"9194";"Male";"No";32;"No";"Doctor";6;"Low";4;"Cat_6";"D"
"9197";"Female";"No";22;"No";"Engineer";0;"Low";4;"Cat_6";"D"
"9198";"Male";"No";19;"No";"Healthcare";2;"Low";4;"Cat_6";"B"
"9199";"Male";"Yes";46;"Yes";"Artist";0;"High";4;"Cat_6";"D"
"9200";"Male";"No";19;"No";"Healthcare";4;"Low";4;"Cat_6";"A"
"9201";"Male";"Yes";45;"Yes";"Artist";0;"Average";3;"Cat_6";"C"
"9202";"Female";"Yes";52;"Yes";"Engineer";1;"Average";3;"Cat_6";"C"
"9204";"Male";"Yes";47;"No";"Entertainment";1;"Average";3;"Cat_3";"B"
"9207";"Male";"Yes";41;"No";"Executive";5;"High";3;"Cat_4";"D"
"9209";"Male";"Yes";37;"No";"Executive";9;"High";4;"Cat_6";"D"
"9210";"Female";"Yes";20;"No";"Engineer";8;"Average";2;"Cat_5";"A"
"9211";"Female";"Yes";73;"Yes";"Lawyer";3;"Low";1;"Cat_6";"C"
"9212";"Male";"Yes";51;"Yes";"Artist";0;"Average";3;"Cat_6";"C"
"9214";"Male";"Yes";42;"No";"Engineer";1;"Average";3;"Cat_4";"D"
"9215";"Male";"No";20;"No";"Healthcare";1;"Low";3;"Cat_3";"B"
"9216";"Female";"No";23;"No";"Doctor";0;"Low";3;"Cat_3";"D"
"9217";"Male";"Yes";31;"Yes";"Homemaker";2;"Low";2;"Cat_1";"B"
"9218";"Female";"Yes";33;"Yes";"Homemaker";1;"Low";3;"Cat_5";"D"
"9219";"Male";"No";21;"No";"Healthcare";9;"Low";6;"Cat_6";"A"
"9220";"Male";"Yes";51;"Yes";"Doctor";5;"Average";7;"Cat_6";"A"
"9221";"Male";"Yes";47;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"9222";"Male";"No";20;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"9223";"Male";"No";21;"No";"Healthcare";0;"Low";2;"Cat_6";"B"
"9224";"Male";"No";22;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"9225";"Female";"No";32;"Yes";"Engineer";9;"Low";4;"Cat_6";"A"
"9226";"Female";"No";30;"Yes";"Healthcare";8;"Low";1;"Cat_6";"D"
"9227";"Male";"Yes";61;"Yes";"Doctor";1;"Low";1;"Cat_6";"D"
"9228";"Male";"Yes";43;"No";"Entertainment";0;"Average";4;"Cat_4";"D"
"9229";"Male";"No";25;"Yes";"Doctor";8;"Low";1;"Cat_6";"A"
"9230";"Male";"Yes";46;"No";"Entertainment";0;"Average";3;"Cat_6";"D"
"9231";"Female";"Yes";53;"No";"Engineer";12;"Low";2;"Cat_3";"C"
"9232";"Male";"Yes";55;"Yes";"Doctor";0;"High";2;"Cat_6";"B"
"9233";"Female";"Yes";42;"No";"Engineer";0;"Low";3;"Cat_6";"D"
"9234";"Female";"No";26;"Yes";"Marketing";11;"Low";1;"Cat_6";"D"
"9235";"Male";"No";29;"No";"Healthcare";0;"Low";3;"Cat_6";"A"
"9236";"Male";"Yes";39;"Yes";"Artist";4;"Average";4;"Cat_3";"A"
"9237";"Male";"Yes";38;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"9239";"Female";"No";25;"No";"Artist";6;"Low";3;"Cat_6";"A"
"9240";"Female";"No";26;"Yes";"Artist";4;"Low";4;"Cat_6";"D"
"9241";"Male";"Yes";51;"No";"Executive";0;"High";5;"Cat_6";"C"
"9242";"Male";"Yes";30;"No";"Homemaker";8;"Average";2;"Cat_6";"C"
"9244";"Female";"No";33;"No";"Homemaker";8;"Low";2;"Cat_6";"D"
"9247";"Male";"Yes";42;"Yes";"Executive";5;"High";3;"Cat_6";"C"
"9248";"Male";"Yes";71;"Yes";"Lawyer";2;"Low";1;"Cat_6";"B"
"9249";"Male";"Yes";35;"No";"Artist";6;"Average";5;"Cat_6";"C"
"9250";"Male";"No";28;"No";"Marketing";0;"Low";5;"Cat_6";"D"
"9251";"Male";"Yes";31;"Yes";"Artist";1;"Average";2;"Cat_3";"A"
"9252";"Male";"Yes";43;"Yes";"Artist";2;"Average";3;"Cat_6";"A"
"9253";"Female";"Yes";77;"No";"Lawyer";0;"High";2;"Cat_6";"A"
"9254";"Female";"Yes";71;"Yes";"Engineer";0;"Low";1;"Cat_6";"B"
"9255";"Female";"Yes";47;"Yes";"Engineer";0;"Average";2;"Cat_6";"C"
"9256";"Female";"No";26;"No";"Homemaker";9;"Low";1;"Cat_6";"D"
"9257";"Male";"Yes";40;"No";"Doctor";4;"Average";4;"Cat_6";"B"
"9258";"Female";"Yes";72;"Yes";"Lawyer";0;"High";2;"Cat_6";"B"
"9259";"Female";"Yes";73;"Yes";"Artist";1;"High";2;"Cat_6";"D"
"9260";"Male";"No";26;"Yes";"Healthcare";1;"Low";6;"Cat_3";"B"
"9264";"Male";"Yes";52;"No";"Entertainment";10;"Average";4;"Cat_6";"B"
"9265";"Male";"Yes";42;"Yes";"Artist";3;"Average";2;"Cat_6";"A"
"9267";"Male";"Yes";28;"Yes";"Artist";0;"Average";3;"Cat_1";"B"
"9268";"Female";"Yes";43;"No";"Homemaker";7;"Low";1;"Cat_6";"B"
"9270";"Male";"No";25;"No";"Doctor";0;"Low";4;"Cat_6";"D"
"9271";"Male";"Yes";52;"Yes";"Executive";1;"High";3;"Cat_6";"A"
"9272";"Female";"No";28;"Yes";"Homemaker";9;"Low";1;"Cat_6";"D"
"9273";"Male";"Yes";56;"Yes";"Entertainment";0;"Average";4;"Cat_6";"A"
"9274";"Male";"Yes";38;"No";"Executive";12;"High";7;"Cat_6";"A"
"9275";"Male";"Yes";83;"No";"Lawyer";1;"High";2;"Cat_6";"C"
"9278";"Female";"No";35;"Yes";"Homemaker";12;"Low";1;"Cat_6";"C"
"9279";"Male";"Yes";40;"Yes";"Marketing";0;"Low";2;"Cat_6";"B"
"9282";"Male";"No";25;"Yes";"Artist";7;"Low";1;"Cat_6";"C"
"9283";"Male";"Yes";52;"Yes";"Artist";0;"Low";4;"Cat_6";"B"
"9284";"Male";"No";33;"No";"Artist";0;"Low";4;"Cat_5";"B"
"9285";"Male";"No";28;"Yes";"Artist";6;"Low";3;"Cat_6";"A"
"9286";"Female";"No";43;"Yes";"Artist";0;"Low";1;"Cat_6";"C"
"9288";"Female";"Yes";84;"Yes";"Lawyer";1;"High";2;"Cat_6";"A"
"9289";"Male";"Yes";48;"Yes";"Executive";6;"High";4;"Cat_6";"C"
"9290";"Female";"Yes";55;"No";"Engineer";3;"Average";2;"Cat_6";"D"
"9291";"Female";"Yes";37;"Yes";"Homemaker";8;"Low";1;"Cat_6";"A"
"9292";"Male";"Yes";38;"Yes";"Engineer";11;"Average";3;"Cat_6";"A"
"9295";"Female";"No";35;"No";"Homemaker";9;"Low";1;"Cat_6";"D"
"9296";"Male";"No";35;"No";"Entertainment";0;"Low";2;"Cat_6";"A"
"9297";"Female";"Yes";46;"No";"Lawyer";0;"Low";1;"Cat_6";"A"
"9298";"Female";"Yes";79;"Yes";"Lawyer";0;"Low";1;"Cat_6";"C"
"9299";"Male";"Yes";63;"Yes";"Lawyer";5;"High";2;"Cat_6";"B"
"9301";"Female";"No";35;"Yes";"Entertainment";0;"Low";1;"Cat_6";"A"
"9303";"Male";"Yes";50;"No";"Artist";0;"Average";4;"Cat_6";"C"
"9305";"Male";"Yes";45;"Yes";"Executive";0;"High";3;"Cat_6";"D"
"9306";"Female";"No";36;"Yes";"Homemaker";0;"Low";4;"Cat_6";"A"
"9307";"Male";"Yes";43;"No";"Entertainment";11;"Average";2;"Cat_6";"B"
"9308";"Male";"Yes";62;"Yes";"Marketing";1;"High";5;"Cat_6";"B"
"9309";"Male";"Yes";57;"Yes";"Artist";2;"Average";2;"Cat_6";"A"
"9310";"Male";"No";51;"No";"Marketing";9;"Low";1;"Cat_6";"A"
"9311";"Male";"Yes";59;"Yes";"Artist";0;"Low";1;"Cat_3";"A"
"9312";"Female";"Yes";27;"No";"Artist";0;"Low";4;"Cat_6";"C"
"9314";"Male";"Yes";50;"Yes";"Entertainment";6;"Low";3;"Cat_6";"A"
"9315";"Male";"Yes";75;"Yes";"Executive";1;"High";3;"Cat_6";"D"
"9316";"Male";"No";28;"No";"Executive";2;"Low";2;"Cat_3";"C"
"9317";"Male";"Yes";39;"Yes";"Artist";9;"Average";2;"Cat_6";"A"
"9318";"Female";"Yes";69;"Yes";"Doctor";0;"Average";2;"Cat_6";"C"
"9319";"Female";"No";41;"Yes";"Artist";1;"Low";1;"Cat_4";"D"
"9321";"Female";"Yes";39;"No";"Entertainment";1;"High";3;"Cat_3";"A"
"9322";"Male";"No";47;"Yes";"Artist";0;"Low";1;"Cat_3";"C"
"9323";"Female";"Yes";62;"Yes";"Engineer";1;"Low";1;"Cat_3";"B"
"9325";"Male";"Yes";49;"Yes";"Doctor";5;"Average";3;"Cat_5";"D"
"9326";"Female";"Yes";52;"Yes";"Artist";8;"Low";2;"Cat_6";"A"
"9328";"Female";"No";26;"Yes";"Healthcare";7;"Low";2;"Cat_3";"A"
"9329";"Female";"Yes";72;"Yes";"Engineer";1;"Low";1;"Cat_6";"C"
"9330";"Female";"Yes";47;"Yes";"Artist";0;"Low";3;"Cat_4";"D"
"9331";"Female";"No";19;"No";"Healthcare";1;"Low";2;"Cat_4";"D"
"9332";"Female";"No";21;"No";"Healthcare";1;"Low";3;"Cat_7";"A"
"9333";"Male";"No";39;"No";"Entertainment";1;"Low";1;"Cat_6";"D"
"9334";"Female";"No";52;"Yes";"Artist";0;"Low";1;"Cat_6";"C"
"9335";"Male";"Yes";37;"No";"Entertainment";8;"Average";3;"Cat_6";"B"
"9336";"Male";"Yes";51;"No";"Entertainment";0;"Low";2;"Cat_6";"A"
"9337";"Male";"Yes";48;"No";"Engineer";1;"Average";3;"Cat_6";"B"
"9339";"Male";"Yes";47;"Yes";"Executive";1;"High";4;"Cat_6";"B"
"9340";"Female";"Yes";45;"No";"Engineer";0;"Average";3;"Cat_6";"A"
"9341";"Female";"No";29;"No";"Engineer";5;"Low";2;"Cat_6";"C"
"9342";"Female";"Yes";47;"No";"Doctor";1;"Low";1;"Cat_6";"C"
"9343";"Male";"Yes";41;"Yes";"Entertainment";8;"Average";2;"Cat_6";"B"
"9344";"Female";"Yes";32;"No";"Homemaker";9;"Average";4;"Cat_2";"C"
"9345";"Male";"Yes";31;"No";"Marketing";2;"Low";3;"Cat_6";"D"
"9346";"Male";"No";20;"No";"Marketing";1;"Low";3;"Cat_6";"A"
"9347";"Female";"Yes";46;"Yes";"Artist";0;"Average";3;"Cat_6";"B"
"9348";"Male";"Yes";70;"Yes";"Lawyer";3;"Low";1;"Cat_6";"D"
"9349";"Male";"Yes";65;"Yes";"Artist";1;"Average";3;"Cat_6";"D"
"9351";"Male";"Yes";29;"No";"Homemaker";9;"Low";1;"Cat_4";"A"
"9352";"Male";"Yes";41;"Yes";"Entertainment";3;"Average";2;"Cat_3";"A"
"9354";"Male";"Yes";38;"Yes";"Entertainment";9;"Average";2;"Cat_3";"C"
"9356";"Female";"Yes";30;"No";"Engineer";6;"Low";2;"Cat_3";"A"
"9357";"Female";"Yes";63;"Yes";"Engineer";1;"Low";1;"Cat_3";"B"
"9358";"Male";"Yes";42;"Yes";"Artist";6;"Average";2;"Cat_3";"B"
"9359";"Male";"Yes";41;"No";"Executive";0;"High";3;"Cat_6";"C"
"9361";"Male";"Yes";46;"Yes";"Engineer";1;"Low";2;"Cat_3";"C"
"9362";"Female";"Yes";83;"No";"Lawyer";0;"High";2;"Cat_6";"B"
"9363";"Male";"Yes";27;"Yes";"Healthcare";3;"Low";2;"Cat_6";"D"
"9364";"Female";"No";22;"No";"Healthcare";1;"Low";4;"Cat_2";"B"
"9365";"Male";"No";20;"No";"Healthcare";0;"Low";4;"Cat_6";"A"
"9366";"Female";"Yes";40;"Yes";"Engineer";0;"Low";2;"Cat_6";"A"
"9367";"Female";"No";28;"Yes";"Doctor";0;"Low";6;"Cat_4";"D"
"9369";"Male";"Yes";28;"No";"Entertainment";0;"Low";2;"Cat_3";"B"
"9370";"Female";"No";20;"No";"Healthcare";0;"Low";4;"Cat_3";"D"
"9371";"Female";"Yes";53;"No";"Engineer";0;"Average";6;"Cat_3";"A"
"9372";"Female";"Yes";35;"Yes";"Doctor";0;"Low";2;"Cat_6";"A"
"9374";"Male";"No";30;"Yes";"Healthcare";6;"Low";4;"Cat_2";"D"
"9375";"Female";"Yes";46;"Yes";"Artist";2;"Low";1;"Cat_6";"B"
"9376";"Female";"No";36;"Yes";"Engineer";3;"Low";4;"Cat_2";"D"
"9377";"Female";"Yes";38;"Yes";"Artist";4;"High";3;"Cat_2";"A"
"9379";"Female";"Yes";45;"Yes";"Doctor";1;"Low";1;"Cat_4";"D"
"9380";"Female";"Yes";46;"Yes";"Executive";5;"High";2;"Cat_6";"A"
"9381";"Male";"No";25;"Yes";"Doctor";0;"Low";1;"Cat_3";"A"
"9382";"Male";"No";27;"No";"Marketing";0;"Low";7;"Cat_6";"A"
"9383";"Female";"Yes";42;"Yes";"Doctor";6;"Low";1;"Cat_3";"A"
"9385";"Male";"Yes";55;"Yes";"Doctor";6;"Low";1;"Cat_3";"B"
"9388";"Male";"No";31;"No";"Marketing";0;"Low";4;"Cat_3";"D"
"9389";"Female";"Yes";38;"No";"Entertainment";6;"Average";5;"Cat_2";"B"
"9391";"Female";"Yes";59;"Yes";"Artist";2;"High";3;"Cat_6";"D"
"9392";"Male";"Yes";61;"No";"Executive";1;"Average";3;"Cat_6";"B"
"9393";"Female";"Yes";27;"Yes";"Engineer";1;"Low";2;"Cat_6";"D"
"9394";"Male";"Yes";26;"No";"Executive";1;"High";5;"Cat_6";"A"
"9396";"Male";"Yes";51;"Yes";"Artist";0;"Average";3;"Cat_6";"C"
"9397";"Male";"Yes";47;"No";"Entertainment";0;"Average";3;"Cat_6";"B"
"9398";"Male";"Yes";52;"Yes";"Artist";1;"Average";4;"Cat_6";"A"
"9400";"Male";"Yes";57;"No";"Engineer";1;"Average";2;"Cat_6";"A"
"9401";"Female";"Yes";86;"Yes";"Lawyer";1;"High";2;"Cat_6";"D"
"9404";"Female";"Yes";43;"No";"Engineer";0;"Average";4;"Cat_6";"A"
"9408";"Female";"Yes";43;"Yes";"Doctor";0;"Low";1;"Cat_6";"A"
"9409";"Male";"No";31;"No";"Healthcare";0;"Low";4;"Cat_4";"B"
"9410";"Male";"Yes";30;"No";"Executive";1;"High";2;"Cat_6";"D"
"9411";"Male";"Yes";27;"Yes";"Doctor";8;"Average";3;"Cat_6";"B"
"9413";"Male";"Yes";47;"Yes";"Executive";0;"Low";2;"Cat_6";"A"
"9414";"Male";"Yes";35;"Yes";"Executive";1;"High";4;"Cat_6";"A"
"9415";"Male";"Yes";25;"Yes";"Entertainment";0;"Low";2;"Cat_7";"D"
"9416";"Female";"Yes";25;"No";"Artist";0;"Low";3;"Cat_6";"D"
"9417";"Male";"No";38;"No";"Artist";1;"Low";1;"Cat_3";"C"
"9418";"Female";"No";32;"No";"Engineer";0;"Low";3;"Cat_6";"A"
"9419";"Male";"Yes";48;"No";"Executive";1;"High";6;"Cat_6";"A"
"9420";"Female";"No";38;"No";"Artist";10;"Low";1;"Cat_6";"A"
"9423";"Female";"Yes";85;"Yes";"Artist";1;"High";2;"Cat_2";"D"
"9424";"Female";"No";25;"Yes";"Healthcare";1;"Low";3;"Cat_6";"B"
"9425";"Female";"No";31;"Yes";"Doctor";1;"Low";2;"Cat_4";"D"
"9426";"Female";"No";20;"No";"Healthcare";3;"Low";4;"Cat_4";"D"
"9427";"Female";"Yes";37;"Yes";"Artist";0;"Average";2;"Cat_4";"B"
"9428";"Male";"No";33;"Yes";"Artist";8;"Low";2;"Cat_6";"A"
"9429";"Female";"No";52;"No";"Artist";5;"Low";1;"Cat_6";"C"
"9430";"Male";"No";26;"Yes";"Doctor";0;"Low";3;"Cat_6";"A"
"9431";"Female";"No";21;"No";"Healthcare";9;"Low";5;"Cat_4";"D"
"9432";"Female";"No";42;"Yes";"Engineer";0;"Low";1;"Cat_6";"C"
"9434";"Male";"Yes";39;"Yes";"Artist";0;"Average";4;"Cat_6";"D"
"9435";"Female";"Yes";41;"Yes";"Doctor";1;"Average";2;"Cat_6";"D"
"9436";"Female";"No";18;"No";"Healthcare";1;"Low";5;"Cat_6";"A"
"9437";"Male";"No";22;"No";"Healthcare";0;"Low";1;"Cat_6";"D"
"9438";"Female";"Yes";25;"No";"Engineer";2;"Low";2;"Cat_6";"A"
"9440";"Female";"No";18;"No";"Entertainment";0;"Low";4;"Cat_2";"A"
"9441";"Female";"No";20;"No";"Healthcare";1;"Low";5;"Cat_5";"D"
"9442";"Male";"No";21;"No";"Marketing";0;"Low";4;"Cat_2";"D"
"9443";"Female";"No";25;"No";"Healthcare";1;"Low";4;"Cat_3";"A"
"9445";"Female";"Yes";46;"No";"Engineer";0;"Average";5;"Cat_3";"A"
"9446";"Male";"Yes";68;"No";"Executive";1;"High";2;"Cat_6";"A"
"9447";"Male";"No";21;"No";"Healthcare";1;"Low";4;"Cat_2";"B"
"9448";"Male";"No";27;"Yes";"Doctor";0;"Low";3;"Cat_6";"C"
"9449";"Male";"Yes";59;"Yes";"Executive";1;"High";4;"Cat_6";"C"
"9450";"Female";"No";26;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"9451";"Male";"Yes";26;"Yes";"Artist";0;"Average";2;"Cat_6";"D"
"9452";"Female";"Yes";32;"No";"Doctor";1;"Average";2;"Cat_7";"D"
"9453";"Male";"No";33;"No";"Healthcare";0;"Low";6;"Cat_6";"A"
"9454";"Male";"No";28;"Yes";"Healthcare";0;"Low";3;"Cat_6";"A"
"9455";"Female";"No";30;"Yes";"Healthcare";0;"Low";3;"Cat_7";"A"
"9457";"Female";"No";41;"No";"Engineer";3;"Low";3;"Cat_3";"B"
"9458";"Male";"Yes";42;"Yes";"Artist";13;"Low";2;"Cat_6";"A"
"9459";"Female";"Yes";45;"Yes";"Doctor";1;"Average";4;"Cat_6";"A"
"9461";"Female";"No";29;"No";"Engineer";0;"Low";1;"Cat_6";"D"
